generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
2560000,Rana_shuchinae,NA,38.278,0.403156,0.0402022,0.592624,0
2570000,Rana_shuchinae,Rana_sylvatica,0,0.252272,-0.0409425,0.0345658,0
2580000,Rana_shuchinae,Rana_sylvatica,0,0.184543,-0.040207,0.0035718,0
2590000,Rana_shuchinae,Rana_sylvatica,0,0.0986984,-0.0107742,0.00470816,0
2600000,Rana_shuchinae,Rana_sylvatica,0,0.127713,-0.0135651,0.0328592,0
2600000,Rana_shuchinae,NA,32.9162,0.352057,-0.00724164,0.58617,0
2610000,Rana_shuchinae,Rana_sylvatica,0,0.247134,-0.0462662,0.00806661,0
2620000,Rana_shuchinae,Rana_sylvatica,0,0.269923,-0.0466761,0.00755077,0
2630000,Rana_shuchinae,Rana_sylvatica,0,0.266333,-0.0439061,0.0194956,0
2640000,Rana_shuchinae,Rana_sylvatica,0,0.226561,-0.0413784,0.00633922,0
2650000,Rana_shuchinae,Rana_sylvatica,0,0.0848723,-0.00799374,0.0126832,0
2650000,Rana_graeca,NA,41.3858,0.352801,0.0228363,0.110201,0
2660000,Rana_shuchinae,Rana_sylvatica,0,0.129982,-0.0223484,0.00216524,0
2670000,Rana_shuchinae,Rana_sylvatica,0,0.103301,-0.00977648,0.00502032,0
2680000,Rana_shuchinae,Rana_sylvatica,0,0.117452,-0.0140711,0.00210674,0
2690000,Rana_shuchinae,Rana_sylvatica,0,0.20872,-0.0327376,0.0514829,0
2700000,Rana_shuchinae,Rana_sylvatica,0,0.266581,-0.045088,0.0106664,0
2710000,Rana_shuchinae,Rana_sylvatica,0,0.211402,-0.0426785,0.00770914,0
2720000,Rana_shuchinae,Rana_sylvatica,0,0.286238,-0.0456926,0.019121,0
